expnum,date,ra,dec,exptime,band,tag,object,accepted,t_eff,fwhm_asec,ellipticity,analyst,lastchanged_time
359225,2014/9/15 04:37:16,2:17:53.40,-4:55:58.8,150.0,r,None,DES supernova hex SN-X1 tiling 20,False,0.238,1.475,0.156,assess_RUN_v25475,2014/9/16 16:42:45
359226,2014/9/15 04:40:13,2:17:53.41,-4:55:58.7,200.0,i,None,DES supernova hex SN-X1 tiling 20,True,0.324,1.421,0.093,assess_RUN_v25475,2014/9/16 16:54:40
359227,2014/9/15 04:44:01,2:17:53.42,-4:55:58.7,200.0,z,None,DES supernova hex SN-X1 tiling 21,True,0.362,1.457,0.079,assess_RUN_v25475,2014/9/15 21:19:52
359228,2014/9/15 04:47:49,2:17:53.32,-4:56:03.3,200.0,z,None,DES supernova hex SN-X1 tiling 22,True,0.425,1.362,0.11,assess_RUN_v25475,2014/9/15 21:21:45
359230,2014/9/15 04:53:26,2:25:47.04,-4:36:23.5,400.0,r,None,DES supernova hex SN-X3 tiling 23,False,0.168,1.431,0.114,assess_RUN_v25475,2014/9/16 17:01:28
359231,2014/9/15 05:00:37,2:25:46.96,-4:36:28.0,400.0,r,None,DES supernova hex SN-X3 tiling 24,False,0.128,1.57,0.123,assess_RUN_v25475,2014/9/16 17:09:24
359232,2014/9/15 05:07:46,2:25:46.81,-4:36:25.1,400.0,r,None,DES supernova hex SN-X3 tiling 25,False,0.127,1.556,0.116,assess_RUN_v25475,2014/9/16 17:07:59
359234,2014/9/15 05:19:29,3:30:35.83,-28:06:18.9,200.0,g,None,DES supernova hex SN-C3 tiling 23,False,0.118,1.611,0.345,assess_RUN_v25475,2014/9/16 16:51:45
359235,2014/9/15 05:23:18,3:30:35.73,-28:06:23.7,200.0,g,None,DES supernova hex SN-C3 tiling 24,False,0.113,1.627,0.352,assess_RUN_v25475,2014/9/16 16:47:48
359236,2014/9/15 05:27:06,3:30:35.56,-28:06:20.6,200.0,g,None,DES supernova hex SN-C3 tiling 25,False,0.108,1.649,0.367,assess_RUN_v25475,2014/9/16 16:58:17
359238,2014/9/15 05:33:31,2:25:46.71,-4:36:24.6,360.0,i,None,DES supernova hex SN-X3 tiling 30,False,0.19,1.38,0.094,assess_RUN_v25475,2014/9/16 17:01:45
359239,2014/9/15 05:40:00,2:25:46.73,-4:36:24.6,360.0,i,None,DES supernova hex SN-X3 tiling 31,False,0.194,1.362,0.095,assess_RUN_v25475,2014/9/16 17:10:13
359240,2014/9/15 05:46:28,2:25:46.63,-4:36:29.2,360.0,i,None,DES supernova hex SN-X3 tiling 32,False,0.211,1.273,0.101,assess_RUN_v25475,2014/9/16 17:03:33
359241,2014/9/15 05:52:55,2:25:46.64,-4:36:29.2,360.0,i,None,DES supernova hex SN-X3 tiling 33,False,0.233,1.223,0.098,assess_RUN_v25475,2014/9/16 17:06:35
359242,2014/9/15 05:59:23,2:25:46.48,-4:36:26.3,360.0,i,None,DES supernova hex SN-X3 tiling 34,False,0.217,1.286,0.094,assess_RUN_v25475,2014/9/16 17:14:31
359244,2014/9/15 06:07:35,2:25:46.64,-4:36:20.0,200.0,g,None,DES supernova hex SN-X3 tiling 23,False,0.095,1.441,0.223,assess_RUN_v25475,2014/9/16 16:58:05
359245,2014/9/15 06:11:23,2:25:46.55,-4:36:24.8,200.0,g,None,DES supernova hex SN-X3 tiling 24,False,0.094,1.446,0.214,assess_RUN_v25475,2014/9/16 16:55:53
359246,2014/9/15 06:15:11,2:25:46.37,-4:36:21.8,200.0,g,None,DES supernova hex SN-X3 tiling 25,False,0.103,1.384,0.218,assess_RUN_v25475,2014/9/16 16:54:02
359248,2014/9/15 06:20:59,2:44:45.34,-0:59:45.9,175.0,g,None,DES supernova hex SN-S2 tiling 20,False,0.087,1.374,0.172,assess_RUN_v25475,2014/9/16 16:50:27
359251,2014/9/15 06:31:07,2:44:45.35,-0:59:45.8,200.0,z,None,DES supernova hex SN-S2 tiling 21,True,0.424,1.242,0.081,assess_RUN_v25475,2014/9/15 21:20:30
359252,2014/9/15 06:34:55,2:44:45.23,-0:59:50.4,200.0,z,None,DES supernova hex SN-S2 tiling 22,True,0.459,1.167,0.084,assess_RUN_v25475,2014/9/15 21:21:07
359255,2014/9/15 06:43:52,2:51:15.39,-0:00:24.2,150.0,r,None,DES supernova hex SN-S1 tiling 20,False,0.126,1.303,0.093,assess_RUN_v25475,2014/9/16 16:59:27
359256,2014/9/15 06:46:50,2:51:15.41,-0:00:24.2,200.0,i,None,DES supernova hex SN-S1 tiling 20,False,0.282,1.183,0.081,assess_RUN_v25475,2014/9/16 17:11:44
359257,2014/9/15 06:50:38,2:51:15.42,-0:00:24.2,200.0,z,None,DES supernova hex SN-S1 tiling 21,True,0.406,1.277,0.062,assess_RUN_v25475,2014/9/15 21:18:34
359258,2014/9/15 06:54:26,2:51:15.32,-0:00:28.8,200.0,z,None,DES supernova hex SN-S1 tiling 22,True,0.422,1.208,0.069,assess_RUN_v25475,2014/9/15 21:21:10
359260,2014/9/15 07:00:18,2:22:38.28,-6:25:02.8,175.0,g,None,DES supernova hex SN-X2 tiling 20,False,0.124,1.358,0.283,assess_RUN_v25475,2014/9/16 17:07:37
359261,2014/9/15 07:03:42,2:22:38.30,-6:25:02.8,150.0,r,None,DES supernova hex SN-X2 tiling 20,False,0.221,1.3,0.141,assess_RUN_v25475,2014/9/16 17:14:34
359262,2014/9/15 07:06:41,2:22:38.28,-6:25:02.8,200.0,i,None,DES supernova hex SN-X2 tiling 20,True,0.456,1.11,0.108,assess_RUN_v25475,2014/9/16 17:18:12
359263,2014/9/15 07:10:30,2:22:38.28,-6:25:02.8,200.0,z,None,DES supernova hex SN-X2 tiling 21,True,0.692,1.11,0.09,assess_RUN_v25475,2014/9/15 21:25:26
359264,2014/9/15 07:14:18,2:22:38.23,-6:25:07.5,200.0,z,None,DES supernova hex SN-X2 tiling 22,True,0.718,1.12,0.095,assess_RUN_v25475,2014/9/15 21:22:22
359565,2014/9/16 01:42:38,0:31:28.80,-43:00:43.6,175.0,g,None,DES supernova hex SN-E1 tiling 20,False,0.024,1.9,0.65,assess_RUN_v25475,2014/9/17 18:56:48
359566,2014/9/16 01:46:02,0:31:28.82,-43:00:43.6,150.0,r,None,DES supernova hex SN-E1 tiling 20,False,0.016,1.724,0.485,assess_RUN_v25475,2014/9/17 18:59:13
359567,2014/9/16 01:49:00,0:31:28.81,-43:00:43.6,200.0,i,None,DES supernova hex SN-E1 tiling 20,False,0.01,1.458,0.109,assess_RUN_v25475,2014/9/17 18:49:13
359568,2014/9/16 01:52:48,0:31:28.82,-43:00:43.6,200.0,z,None,DES supernova hex SN-E1 tiling 21,False,0.039,1.332,0.063,assess_RUN_v25475,2014/9/17 16:20:53
359569,2014/9/16 01:56:36,0:31:28.71,-43:00:48.2,200.0,z,None,DES supernova hex SN-E1 tiling 22,False,0.061,1.373,0.064,assess_RUN_v25475,2014/9/17 16:22:10
359572,2014/9/16 02:08:00,0:37:59.27,-44:00:05.6,175.0,g,None,DES supernova hex SN-E2 tiling 20,False,0.078,1.688,0.447,assess_RUN_v25475,2014/9/17 19:23:34
359573,2014/9/16 02:11:23,0:37:59.25,-44:00:05.6,150.0,r,None,DES supernova hex SN-E2 tiling 20,False,0.031,1.487,0.226,assess_RUN_v25475,2014/9/17 19:02:54
359574,2014/9/16 02:14:21,0:37:59.25,-44:00:05.5,200.0,i,None,DES supernova hex SN-E2 tiling 20,False,0.024,1.522,0.086,assess_RUN_v25475,2014/9/17 18:52:35
359575,2014/9/16 02:18:09,0:37:59.27,-44:00:05.6,200.0,z,None,DES supernova hex SN-E2 tiling 21,False,0.047,1.218,0.087,assess_RUN_v25475,2014/9/17 16:19:48
359576,2014/9/16 02:21:57,0:37:59.13,-44:00:10.2,200.0,z,None,DES supernova hex SN-E2 tiling 22,False,0.192,1.236,0.082,assess_RUN_v25475,2014/9/17 16:18:35
359640,2014/9/16 04:38:39,2:25:47.35,-4:36:12.1,200.0,g,None,DES supernova hex SN-X3 tiling 23,False,0.032,1.307,0.469,assess_RUN_v25475,2014/9/17 19:34:06
359641,2014/9/16 04:42:29,2:25:47.29,-4:36:16.9,200.0,g,None,DES supernova hex SN-X3 tiling 24,False,0.102,1.31,0.339,assess_RUN_v25475,2014/9/17 19:59:41
359642,2014/9/16 04:46:16,2:25:47.09,-4:36:13.8,200.0,g,None,DES supernova hex SN-X3 tiling 25,False,0.056,1.243,0.385,assess_RUN_v25475,2014/9/17 19:44:43
359644,2014/9/16 04:53:26,3:30:35.69,-28:06:17.6,200.0,g,None,DES supernova hex SN-C3 tiling 23,False,0.062,1.534,0.338,assess_RUN_v25475,2014/9/17 19:38:19
359645,2014/9/16 04:57:13,3:30:35.56,-28:06:22.4,200.0,g,None,DES supernova hex SN-C3 tiling 24,False,0.087,1.524,0.317,assess_RUN_v25475,2014/9/17 19:40:27
359646,2014/9/16 05:01:02,3:30:35.38,-28:06:19.5,200.0,g,None,DES supernova hex SN-C3 tiling 25,False,0.054,1.518,0.379,assess_RUN_v25475,2014/9/17 19:35:34
359692,2014/9/16 06:31:19,2:25:47.30,-4:36:18.8,330.0,z,None,DES supernova hex SN-X3 tiling 75,True,0.514,0.85,0.127,assess_RUN_v25475,2014/9/17 16:43:06
359693,2014/9/16 06:37:18,2:25:47.27,-4:36:18.7,330.0,z,None,DES supernova hex SN-X3 tiling 76,True,0.597,0.843,0.113,assess_RUN_v25475,2014/9/17 16:38:34
359694,2014/9/16 06:43:15,2:25:47.30,-4:36:18.7,330.0,z,None,DES supernova hex SN-X3 tiling 77,True,0.403,0.965,0.105,assess_RUN_v25475,2014/9/17 16:54:48
359695,2014/9/16 06:49:12,2:25:47.28,-4:36:18.8,330.0,z,None,DES supernova hex SN-X3 tiling 78,True,0.467,0.977,0.103,assess_RUN_v25475,2014/9/17 16:48:37
359696,2014/9/16 06:55:10,2:25:47.22,-4:36:23.5,330.0,z,None,DES supernova hex SN-X3 tiling 79,True,0.417,0.91,0.108,assess_RUN_v25475,2014/9/17 16:30:17
359697,2014/9/16 07:01:07,2:25:47.21,-4:36:23.4,330.0,z,None,DES supernova hex SN-X3 tiling 80,True,0.393,0.894,0.115,assess_RUN_v25475,2014/9/17 16:34:03
359698,2014/9/16 07:07:06,2:25:47.20,-4:36:23.5,330.0,z,None,DES supernova hex SN-X3 tiling 81,True,0.579,0.874,0.122,assess_RUN_v25475,2014/9/17 16:54:51
359699,2014/9/16 07:13:05,2:25:47.21,-4:36:23.4,330.0,z,None,DES supernova hex SN-X3 tiling 82,True,0.636,0.919,0.144,assess_RUN_v25475,2014/9/17 16:43:22
359700,2014/9/16 07:19:02,2:25:47.04,-4:36:20.4,330.0,z,None,DES supernova hex SN-X3 tiling 83,True,0.354,0.94,0.128,assess_RUN_v25475,2014/9/17 16:35:42
359701,2014/9/16 07:25:01,2:25:47.06,-4:36:20.4,330.0,z,None,DES supernova hex SN-X3 tiling 84,True,0.601,0.884,0.113,assess_RUN_v25475,2014/9/17 16:56:16
359702,2014/9/16 07:31:00,2:25:47.06,-4:36:20.3,330.0,z,None,DES supernova hex SN-X3 tiling 85,True,0.525,0.92,0.12,assess_RUN_v25475,2014/9/17 16:37:51
360535,2014/9/20 01:28:12,0:31:29.90,-43:00:34.6,175.0,g,None,DES supernova hex SN-E1 tiling 20,True,0.558,1.47,0.158,assess_RUN_v25475,2014/9/22 22:34:54
360536,2014/9/20 01:31:35,0:31:29.91,-43:00:34.5,150.0,r,None,DES supernova hex SN-E1 tiling 20,True,0.497,1.302,0.143,assess_RUN_v25475,2014/9/22 22:42:07
360537,2014/9/20 01:34:33,0:31:29.92,-43:00:34.5,200.0,i,None,DES supernova hex SN-E1 tiling 20,True,0.517,1.175,0.117,assess_RUN_v25475,2014/9/22 22:50:56
360538,2014/9/20 01:38:21,0:31:29.93,-43:00:34.6,200.0,z,None,DES supernova hex SN-E1 tiling 21,True,0.723,1.024,0.103,assess_RUN_v25475,2014/9/22 21:51:47
360539,2014/9/20 01:42:08,0:31:29.79,-43:00:39.2,200.0,z,None,DES supernova hex SN-E1 tiling 22,True,0.735,1.014,0.102,assess_RUN_v25475,2014/9/22 21:54:36
360541,2014/9/20 01:47:37,0:38:00.95,-44:00:02.1,175.0,g,None,DES supernova hex SN-E2 tiling 20,True,0.763,1.305,0.166,assess_RUN_v25475,2014/9/22 22:41:40
360542,2014/9/20 01:51:01,0:38:00.93,-44:00:02.1,150.0,r,None,DES supernova hex SN-E2 tiling 20,True,0.55,1.3,0.146,assess_RUN_v25475,2014/9/22 22:46:04
360543,2014/9/20 01:54:00,0:38:00.95,-44:00:02.1,200.0,i,None,DES supernova hex SN-E2 tiling 20,True,0.512,1.319,0.111,assess_RUN_v25475,2014/9/22 22:42:25
360544,2014/9/20 01:57:50,0:38:00.95,-44:00:02.0,200.0,z,None,DES supernova hex SN-E2 tiling 21,True,0.561,1.269,0.09,assess_RUN_v25475,2014/9/22 21:58:04
360545,2014/9/20 02:01:37,0:38:00.83,-44:00:06.7,200.0,z,None,DES supernova hex SN-E2 tiling 22,True,0.635,1.205,0.09,assess_RUN_v25475,2014/9/22 22:05:08
360612,2014/9/20 04:23:02,2:25:47.65,-4:36:06.7,200.0,g,None,DES supernova hex SN-X3 tiling 23,True,0.393,1.607,0.181,assess_RUN_v25475,2014/9/22 23:13:27
360613,2014/9/20 04:26:50,2:25:47.59,-4:36:11.4,200.0,g,None,DES supernova hex SN-X3 tiling 24,True,0.382,1.629,0.192,assess_RUN_v25475,2014/9/22 23:09:00
360614,2014/9/20 04:30:40,2:25:47.42,-4:36:08.4,200.0,g,None,DES supernova hex SN-X3 tiling 25,True,0.487,1.442,0.179,assess_RUN_v25475,2014/9/22 23:15:07
360617,2014/9/20 04:41:32,3:30:36.14,-28:06:13.2,200.0,g,None,DES supernova hex SN-C3 tiling 23,True,0.532,1.488,0.175,assess_RUN_v25475,2014/9/22 23:38:06
360618,2014/9/20 04:45:20,3:30:36.03,-28:06:17.9,200.0,g,None,DES supernova hex SN-C3 tiling 24,True,0.501,1.538,0.174,assess_RUN_v25475,2014/9/22 23:18:55
360619,2014/9/20 04:49:08,3:30:35.85,-28:06:14.9,200.0,g,None,DES supernova hex SN-C3 tiling 25,True,0.612,1.39,0.178,assess_RUN_v25475,2014/9/22 23:13:06
360621,2014/9/20 04:54:37,3:30:35.52,-28:06:14.1,400.0,r,None,DES supernova hex SN-C3 tiling 23,Unknown,0.703,1.132,0.169,assess_RUN_v25475,2014/9/22 23:58:49
360622,2014/9/20 05:01:45,3:30:35.44,-28:06:18.8,400.0,r,None,DES supernova hex SN-C3 tiling 24,Unknown,0.662,1.175,0.174,assess_RUN_v25475,2014/9/22 23:53:20
360623,2014/9/20 05:08:52,3:30:35.24,-28:06:15.8,400.0,r,None,DES supernova hex SN-C3 tiling 25,Unknown,0.718,1.13,0.18,assess_RUN_v25475,2014/9/23 00:04:25
360625,2014/9/20 05:17:53,3:30:34.98,-28:06:10.9,360.0,i,None,DES supernova hex SN-C3 tiling 30,True,0.589,1.057,0.135,assess_RUN_v25475,2014/9/22 23:55:42
360626,2014/9/20 05:24:21,3:30:35.00,-28:06:11.0,360.0,i,None,DES supernova hex SN-C3 tiling 31,True,0.545,1.085,0.135,assess_RUN_v25475,2014/9/22 23:54:19
360627,2014/9/20 05:30:49,3:30:34.90,-28:06:15.6,360.0,i,None,DES supernova hex SN-C3 tiling 32,True,0.617,1.025,0.137,assess_RUN_v25475,2014/9/22 23:49:21
360628,2014/9/20 05:37:17,3:30:34.90,-28:06:15.7,360.0,i,None,DES supernova hex SN-C3 tiling 33,True,0.594,1.053,0.135,assess_RUN_v25475,2014/9/22 23:49:02
360629,2014/9/20 05:43:46,3:30:34.71,-28:06:12.6,360.0,i,None,DES supernova hex SN-C3 tiling 34,True,0.612,1.062,0.135,assess_RUN_v25475,2014/9/22 23:56:20
360631,2014/9/20 05:52:07,3:30:35.00,-28:06:15.2,330.0,z,None,DES supernova hex SN-C3 tiling 75,True,1.381,0.935,0.117,assess_RUN_v25475,2014/9/22 22:44:56
360632,2014/9/20 05:58:05,3:30:35.02,-28:06:15.3,330.0,z,None,DES supernova hex SN-C3 tiling 76,True,1.178,1.061,0.109,assess_RUN_v25475,2014/9/22 22:35:45
360633,2014/9/20 06:04:03,3:30:35.01,-28:06:15.3,330.0,z,None,DES supernova hex SN-C3 tiling 77,True,1.113,1.115,0.109,assess_RUN_v25475,2014/9/22 22:46:11
360634,2014/9/20 06:10:01,3:30:35.01,-28:06:15.2,330.0,z,None,DES supernova hex SN-C3 tiling 78,True,1.17,1.126,0.112,assess_RUN_v25475,2014/9/22 22:18:13
360635,2014/9/20 06:15:59,3:30:34.92,-28:06:19.9,330.0,z,None,DES supernova hex SN-C3 tiling 79,True,1.139,1.126,0.107,assess_RUN_v25475,2014/9/22 22:33:55
360636,2014/9/20 06:21:58,3:30:34.91,-28:06:19.9,330.0,z,None,DES supernova hex SN-C3 tiling 80,True,1.154,1.094,0.111,assess_RUN_v25475,2014/9/22 22:21:09
360637,2014/9/20 06:27:56,3:30:34.93,-28:06:19.9,330.0,z,None,DES supernova hex SN-C3 tiling 81,True,1.27,1.041,0.115,assess_RUN_v25475,2014/9/22 22:27:14
360638,2014/9/20 06:33:54,3:30:34.93,-28:06:20.1,330.0,z,None,DES supernova hex SN-C3 tiling 82,True,1.287,1.02,0.117,assess_RUN_v25475,2014/9/22 22:39:36
360639,2014/9/20 06:39:52,3:30:34.75,-28:06:17.0,330.0,z,None,DES supernova hex SN-C3 tiling 83,True,1.441,0.938,0.118,assess_RUN_v25475,2014/9/22 23:00:16
360640,2014/9/20 06:45:50,3:30:34.73,-28:06:17.1,330.0,z,None,DES supernova hex SN-C3 tiling 84,True,1.466,0.942,0.118,assess_RUN_v25475,2014/9/22 22:23:25
360641,2014/9/20 06:51:47,3:30:34.75,-28:06:17.0,330.0,z,None,DES supernova hex SN-C3 tiling 85,True,1.49,0.944,0.119,assess_RUN_v25475,2014/9/22 22:31:00
360643,2014/9/20 06:59:30,3:37:05.35,-29:05:27.7,175.0,g,None,DES supernova hex SN-C2 tiling 20,True,0.892,1.152,0.174,assess_RUN_v25475,2014/9/22 23:28:58
360644,2014/9/20 07:02:52,3:37:05.36,-29:05:27.7,150.0,r,None,DES supernova hex SN-C2 tiling 20,True,1.161,0.996,0.149,assess_RUN_v25475,2014/9/22 23:42:48
360645,2014/9/20 07:05:49,3:37:05.34,-29:05:27.7,200.0,i,None,DES supernova hex SN-C2 tiling 20,True,1.173,1.001,0.143,assess_RUN_v25475,2014/9/22 23:55:32
360646,2014/9/20 07:09:38,3:37:05.36,-29:05:27.7,200.0,z,None,DES supernova hex SN-C2 tiling 21,True,1.922,0.883,0.121,assess_RUN_v25475,2014/9/22 22:21:43
360647,2014/9/20 07:13:27,3:37:05.26,-29:05:32.4,200.0,z,None,DES supernova hex SN-C2 tiling 22,True,1.8,0.905,0.118,assess_RUN_v25475,2014/9/22 22:21:59
360649,2014/9/20 07:18:55,3:37:05.33,-27:06:50.3,175.0,g,None,DES supernova hex SN-C1 tiling 20,True,0.753,1.243,0.172,assess_RUN_v25475,2014/9/22 23:21:50
360650,2014/9/20 07:22:17,3:37:05.33,-27:06:50.2,150.0,r,None,DES supernova hex SN-C1 tiling 20,False,0.091,1.099,0.146,assess_RUN_v25475,2014/9/22 23:39:43
360651,2014/9/20 07:25:15,3:37:05.33,-27:06:50.2,200.0,i,None,DES supernova hex SN-C1 tiling 20,True,1.127,0.959,0.139,assess_RUN_v25475,2014/9/22 23:43:01
360652,2014/9/20 07:29:03,3:37:05.33,-27:06:50.3,200.0,z,None,DES supernova hex SN-C1 tiling 21,True,1.959,0.874,0.113,assess_RUN_v25475,2014/9/22 22:23:34
360653,2014/9/20 07:32:50,3:37:05.29,-27:06:54.9,200.0,z,None,DES supernova hex SN-C1 tiling 22,True,1.844,0.906,0.113,assess_RUN_v25475,2014/9/22 22:17:06
361276,2014/9/23 06:54:58,2:17:54.26,-4:56:01.0,175.0,g,None,DES supernova hex SN-X1 tiling 20,False,0.138,2.765,0.62,assess_RUN_v25475,2014/9/24 15:12:39
361277,2014/9/23 06:58:20,2:17:54.28,-4:56:00.9,150.0,r,None,DES supernova hex SN-X1 tiling 20,False,0.112,2.367,0.524,assess_RUN_v25475,2014/9/24 15:16:06
